"final_id","review_id","extension","source_top_folder","relative_path","classification","risk_tier","bytes","blocked_reason","owner_decision","owner_notes","final_action","final_writer_mode","final_safe_copy_allowed","final_writer_ready","source_file_copied","keyboard_output_generated","usb_write","hardware_load","deploy","payment"
"V1713-F0119","V1712-R0119",".prf","NEWNAME.SET","NEWNAME.SET\PERFORM\BANK05.PRF","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","23741","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0120","V1712-R0120",".prf","NEWNAME.SET","NEWNAME.SET\PERFORM\BANK06.PRF","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","23152","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0121","V1712-R0121",".prf","NEWNAME.SET","NEWNAME.SET\PERFORM\BANK07.PRF","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","28111","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0122","V1712-R0122",".prf","NEWNAME.SET","NEWNAME.SET\PERFORM\BANK08.PRF","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","22954","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0123","V1712-R0123",".prf","NEWNAME.SET","NEWNAME.SET\PERFORM\BANK09.PRF","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","32230","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0124","V1712-R0124",".prf","NEWNAME.SET","NEWNAME.SET\PERFORM\BANK10.PRF","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","31879","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0125","V1712-R0125",".prf","NEWNAME.SET","NEWNAME.SET\PERFORM\BANK11.PRF","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","29437","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0126","V1712-R0126",".prf","NEWNAME.SET","NEWNAME.SET\PERFORM\BANK12.PRF","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","26615","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0127","V1712-R0127",".prf","NEWNAME.SET","NEWNAME.SET\PERFORM\BANK13.PRF","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","31626","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0128","V1712-R0128",".prf","NEWNAME.SET","NEWNAME.SET\PERFORM\BANK14.PRF","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","22598","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0129","V1712-R0129",".prf","NEWNAME.SET","NEWNAME.SET\PERFORM\BANK15.PRF","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","30181","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0130","V1712-R0130",".prf","NEWNAME.SET","NEWNAME.SET\PERFORM\BANK16.PRF","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","21975","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0131","V1712-R0131",".sbl","NEWNAME.SET","NEWNAME.SET\SONGBOOK\LISTDB.SBL","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2915","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0132","V1712-R0132",".sbd","NEWNAME.SET","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK01.SBD","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","46514","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0133","V1712-R0133",".sbd","NEWNAME.SET","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK02.SBD","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","47582","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0134","V1712-R0134",".sbd","NEWNAME.SET","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK03.SBD","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","47913","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0135","V1712-R0135",".sbd","NEWNAME.SET","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK04.SBD","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","47200","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0136","V1712-R0136",".sbd","NEWNAME.SET","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK05.SBD","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","46636","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0137","V1712-R0137",".sbd","NEWNAME.SET","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK06.SBD","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","51534","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0138","V1712-R0138",".sbd","NEWNAME.SET","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK07.SBD","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2557","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0139","V1712-R0139",".pcg","NEWNAME.SET","NEWNAME.SET\SOUND\USER01.PCG","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","42631","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0140","V1712-R0140",".pcg","NEWNAME.SET","NEWNAME.SET\SOUND\USER02.PCG","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","42857","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0141","V1712-R0141",".pcg","NEWNAME.SET","NEWNAME.SET\SOUND\USER03.PCG","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","24772","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0142","V1712-R0142",".pcg","NEWNAME.SET","NEWNAME.SET\SOUND\USER04.PCG","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","12031","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0143","V1712-R0143",".pcg","NEWNAME.SET","NEWNAME.SET\SOUND\USERDK.PCG","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","113296","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0144","V1712-R0144",".sty","NEWNAME.SET","NEWNAME.SET\STYLE\FAVORITE01.STY","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1620562","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0145","V1712-R0145",".sty","NEWNAME.SET","NEWNAME.SET\STYLE\FAVORITE02.STY","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1313446","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0146","V1712-R0146",".sty","NEWNAME.SET","NEWNAME.SET\STYLE\FAVORITE03.STY","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","721337","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0147","V1712-R0147",".sty","NEWNAME.SET","NEWNAME.SET\STYLE\FAVORITE04.STY","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1371390","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0148","V1712-R0148",".sty","NEWNAME.SET","NEWNAME.SET\STYLE\FAVORITE05.STY","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2669779","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0149","V1712-R0149",".sty","NEWNAME.SET","NEWNAME.SET\STYLE\FAVORITE06.STY","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1830145","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0150","V1712-R0150",".sty","NEWNAME.SET","NEWNAME.SET\STYLE\FAVORITE07.STY","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1997824","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0151","V1712-R0151",".sty","NEWNAME.SET","NEWNAME.SET\STYLE\FAVORITE08.STY","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1309764","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0152","V1712-R0152",".sty","NEWNAME.SET","NEWNAME.SET\STYLE\FAVORITE09.STY","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1309700","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0153","V1712-R0153",".sty","NEWNAME.SET","NEWNAME.SET\STYLE\FAVORITE10.STY","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1582136","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0154","V1712-R0154",".sty","NEWNAME.SET","NEWNAME.SET\STYLE\FAVORITE11.STY","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","959344","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0155","V1712-R0155",".sty","NEWNAME.SET","NEWNAME.SET\STYLE\FAVORITE12.STY","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","569741","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0156","V1712-R0156",".sty","NEWNAME.SET","NEWNAME.SET\STYLE\USER01.STY","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","767611","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0157","V1712-R0157",".sty","NEWNAME.SET","NEWNAME.SET\STYLE\USER02.STY","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","549046","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0158","V1712-R0158",".sty","NEWNAME.SET","NEWNAME.SET\STYLE\USER03.STY","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","518250","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0159","V1712-R0159",".mxp","sar.SET","sar.SET\GLOBAL\MXPRESET.MXP","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1943","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0160","V1712-R0160",".gbl","sar.SET","sar.SET\GLOBAL\SETUP.GBL","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","3359","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0161","V1712-R0161",".voc","sar.SET","sar.SET\GLOBAL\VPPRESET.VOC","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","34304","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0162","V1712-R0162",".kmp","sar.SET","sar.SET\MULTISMP\RAM.KMP","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","235247","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0163","V1712-R0163",".pcm","sar.SET","sar.SET\PCM\RAM01.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2609467","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0164","V1712-R0164",".pcm","sar.SET","sar.SET\PCM\RAM02.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2761573","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0165","V1712-R0165",".pcm","sar.SET","sar.SET\PCM\RAM03.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1685510","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0166","V1712-R0166",".pcm","sar.SET","sar.SET\PCM\RAM04.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2570418","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0167","V1712-R0167",".pcm","sar.SET","sar.SET\PCM\RAM05.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1894621","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0168","V1712-R0168",".pcm","sar.SET","sar.SET\PCM\RAM06.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","3678503","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0169","V1712-R0169",".pcm","sar.SET","sar.SET\PCM\RAM07.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2385716","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0170","V1712-R0170",".pcm","sar.SET","sar.SET\PCM\RAM08.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2343289","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0171","V1712-R0171",".pcm","sar.SET","sar.SET\PCM\RAM09.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2528316","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0172","V1712-R0172",".pcm","sar.SET","sar.SET\PCM\RAM10.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2035946","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0173","V1712-R0173",".pcm","sar.SET","sar.SET\PCM\RAM11.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2192345","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0174","V1712-R0174",".pcm","sar.SET","sar.SET\PCM\RAM12.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2802504","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0175","V1712-R0175",".pcm","sar.SET","sar.SET\PCM\RAM13.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","1801345","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0176","V1712-R0176",".pcm","sar.SET","sar.SET\PCM\RAM14.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","2211601","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
"V1713-F0177","V1712-R0177",".pcm","sar.SET","sar.SET\PCM\RAM15.PCM","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","3633676","Source path is inside a keyboard .SET-style folder. Metadata review only.","KEEP_BLOCKED","Owner baseline decision: keep blocked. Metadata-only documentation allowed. No copy, no writer, no keyboard output.","FINAL_KEEP_BLOCKED","FINAL_OWNER_DECISION_WRITER","False","False","False","False","False","False","False","False"
